# NNLO PTh1 cross section per bin in unit of fb at 14TeV
# Bin width is NOT divided
# PDF: PDF4LHC21_40, MH=125 GeV
# PTh1(min) PTh1(max) scale=(muR/mu0,muF/mu0):
# PTh1(min) PTh1(max)  (1.,1.)    (2.,1.)    (0.5,1.)    (1.,2.)    (2.,2.)    (1.,0.5)    (0.5,0.5)   
180. 190. 0.9789472 0.9654023 0.9844192 0.9107948 0.9083798999999999 1.008946 1.026249
190. 200. 0.9608387 0.9541178 0.9680694 0.9049554 0.8932753999999999 0.9947473 1.00173
200. 210. 0.9598202 0.9498347 0.9598668 0.9016595 0.889603 1.002234 0.9942331999999999
210. 220. 0.9502139 0.9407235 0.9604809999999999 0.8925267000000001 0.8823992 0.9935771999999999 0.9976468
220. 230. 0.9281213 0.9227611 0.9355073999999999 0.8727463000000001 0.8617147000000001 0.9664967 0.9676254
230. 240. 0.9119286999999999 0.9062410999999999 0.9237615 0.8581070000000001 0.8483814000000001 0.9509114000000001 0.9517575
240. 250. 0.8908737999999999 0.8847579 0.8935522 0.8377045 0.8254454999999999 0.9302066 0.9288978999999999
250. 260. 0.8745674000000001 0.8588718 0.8814692000000001 0.8171551 0.8045386999999999 0.9138971 0.9068908
260. 270. 0.8412305 0.8383193 0.8515884 0.7898289999999999 0.7776789000000001 0.8762053999999999 0.8773395
270. 280. 0.8114536 0.8094882999999999 0.8220550999999999 0.7614334 0.7521453 0.8506548999999999 0.8509089000000001
280. 290. 0.7904661000000001 0.7885029 0.7988807 0.7415865 0.731188 0.8255725999999999 0.8269462
290. 300. 0.7664653 0.7593114 0.7734755999999999 0.7180959 0.7056418 0.8045678 0.8031343000000001
300. 310. 0.7365789 0.7258833 0.7458581 0.691487 0.6759883 0.7726274 0.7710233
310. 320. 0.7097017 0.7029594 0.7201472 0.6644402 0.653427 0.7455139 0.7489795
320. 330. 0.6786146999999999 0.6722722999999999 0.6895049 0.6366940999999999 0.6260973000000001 0.7113238 0.7133653
330. 340. 0.6542754000000001 0.6500864000000001 0.6662012 0.6132124 0.6030295 0.6900567000000001 0.6877768
340. 350. 0.6237307000000001 0.6171989 0.6320649 0.5849692 0.5739255 0.6532275999999999 0.6539541
350. 360. 0.6004372 0.5960892 0.6118285 0.5626407 0.5527928 0.6331739999999999 0.6337497000000001
360. 370. 0.5699065999999999 0.5660457 0.5791427 0.5354816 0.5268123 0.5954518 0.5957647
370. 380. 0.549335 0.5431053 0.5599583 0.5147568 0.5042008 0.5745235 0.5806768999999999
380. 390. 0.5279152 0.5213712 0.5353513 0.4947435 0.4843417 0.5536766 0.5540391
390. 400. 0.5097444999999999 0.5014686 0.5191728999999999 0.4767939 0.46615280000000003 0.5327297 0.535731
400. 410. 0.4828136 0.47584740000000003 0.487495 0.4517862 0.4419088 0.5059051 0.5057617
410. 420. 0.4586687 0.4568991 0.4673905 0.4314994 0.4262577 0.48136690000000004 0.48193430000000004
420. 430. 0.43774840000000004 0.4320951 0.4430564 0.40933820000000004 0.4011836 0.45648059999999996 0.4566428
430. 440. 0.4214566 0.41674049999999996 0.42859840000000005 0.3949614 0.38712610000000003 0.4431902 0.44363790000000003
440. 450. 0.40505270000000004 0.3989307 0.4143891 0.37978989999999996 0.36978089999999997 0.4292872 0.43256910000000004
450. 460. 0.388549 0.38332150000000004 0.39589060000000004 0.36405350000000003 0.35445909999999997 0.4088075 0.4100491
460. 470. 0.3709051 0.36568580000000006 0.378443 0.3470075 0.3387287 0.39104300000000003 0.3937215
470. 480. 0.3533438 0.34477399999999997 0.3603459 0.33159229999999995 0.32089189999999995 0.36441239999999997 0.3722264
480. 490. 0.34107129999999997 0.334112 0.3474412 0.3190256 0.31079840000000003 0.3578939 0.3589308
490. 500. 0.3229969 0.319816 0.3287346 0.3022267 0.29620440000000003 0.3384856 0.33946499999999996
500. 510. 0.3116069 0.3070349 0.3180984 0.29210630000000004 0.2843503 0.3284707 0.3284786
510. 520. 0.2937378 0.2891066 0.299902 0.2753504 0.2683524 0.3082146 0.3084624
520. 530. 0.28453059999999997 0.2821534 0.2918786 0.2665751 0.26056630000000003 0.30140900000000004 0.30285070000000003
530. 540. 0.27424750000000003 0.2682195 0.2800087 0.25658759999999997 0.2488258 0.2888639 0.2901344
540. 550. 0.2575134 0.2532967 0.2619009 0.2411212 0.2349316 0.27153099999999997 0.2705232
550. 560. 0.2466151 0.2421744 0.2506828 0.2312212 0.224804 0.25773830000000003 0.2579926
560. 570. 0.2371632 0.231321 0.24214139999999998 0.22183250000000002 0.2152672 0.24887320000000002 0.2502572
570. 580. 0.2323208 0.227247 0.2379412 0.2168096 0.2103522 0.2434938 0.2477309
580. 590. 0.2144609 0.2112438 0.2188387 0.2019762 0.19627309999999998 0.2228843 0.22531869999999998
590. 600. 0.2094578 0.20552150000000002 0.2128921 0.19597030000000001 0.19033709999999998 0.2205308 0.22069149999999998
600. 610. 0.19901829999999998 0.1948928 0.20326299999999997 0.18620959999999998 0.18088130000000002 0.2088258 0.2098889
610. 620. 0.1921396 0.1885204 0.19650089999999998 0.1797748 0.1746841 0.20233790000000001 0.2032561
620. 630. 0.1873265 0.18352549999999998 0.19005049999999998 0.1747814 0.1692018 0.1980815 0.1991687
630. 640. 0.1737646 0.1691012 0.1767175 0.16280909999999998 0.157086 0.1803709 0.18381609999999998
640. 650. 0.1691063 0.1640364 0.1732393 0.1579927 0.1519699 0.1784078 0.1799359
650. 660. 0.162464 0.1592828 0.1658774 0.1517599 0.1474935 0.17120190000000002 0.1717396
660. 670. 0.1519293 0.1496729 0.1556109 0.1425713 0.1388134 0.15941609999999998 0.1604715
670. 680. 0.1497944 0.1472294 0.1534391 0.139811 0.1359532 0.1577784 0.16038819999999998
680. 690. 0.1414857 0.1382041 0.1445898 0.13249719999999998 0.1280896 0.1488725 0.1497682
690. 700. 0.1373525 0.1342159 0.1404747 0.1286688 0.12423959999999999 0.1447018 0.1451801
700. 710. 0.1295869 0.1267706 0.1324728 0.12162869999999999 0.1176631 0.1360712 0.1369304
710. 720. 0.1260657 0.12341110000000001 0.12869999999999998 0.11789269999999999 0.1140863 0.1326179 0.1333876
720. 730. 0.11930980000000001 0.1179251 0.12418699999999999 0.1118252 0.1091252 0.1270186 0.1290755
730. 740. 0.1156606 0.11298630000000001 0.1184488 0.1081212 0.10457549999999999 0.1218175 0.1226168
740. 750. 0.1100132 0.1070403 0.1120114 0.1025093 0.09981127 0.11535669999999999 0.1154873
750. 760. 0.1069424 0.1039149 0.109678 0.1000713 0.09640239 0.1129618 0.11445330000000001
760. 770. 0.1018665 0.09991821999999999 0.1043887 0.09546516999999999 0.09240771 0.1072016 0.1080274
770. 780. 0.09685476999999999 0.09497940999999999 0.0988832 0.0913456 0.08797490999999999 0.1015759 0.10206420000000001
780. 790. 0.09329090999999999 0.09143029999999999 0.09589296 0.08742348 0.08445202 0.09832242999999999 0.09981758
790. 800. 0.08957464 0.08792324000000001 0.09174587999999999 0.08410555 0.08134416 0.09415391000000001 0.09436106
800. 810. 0.08805535 0.08599199 0.09021876 0.08176997 0.07905229 0.09334716 0.09265651
810. 820. 0.08317048 0.08100278000000001 0.0849762 0.07779012 0.07492083 0.08768255000000001 0.08766586
820. 830. 0.07949247 0.0770733 0.08177932 0.07442578 0.07181956 0.08327817 0.08474489
830. 840. 0.07633558 0.07506583 0.07870007 0.07175034999999999 0.06940394 0.08021986 0.08161786000000001
840. 850. 0.07393338 0.07224111 0.07567432 0.06906491 0.06679128000000001 0.07809316 0.07838393
850. 860. 0.07068806 0.06901557 0.07257506999999999 0.06626675 0.06378697 0.07444553 0.07534774999999999
860. 870. 0.06766826000000001 0.06623254 0.06966209 0.06334466999999999 0.06125864 0.07124852 0.07139485999999999
870. 880. 0.06450787000000001 0.06301289 0.06651230999999999 0.06054261 0.0583037 0.06789223999999999 0.06866136
880. 890. 0.06279863999999999 0.061278929999999995 0.06499200999999999 0.05871045 0.056699799999999995 0.06684593 0.06705535
890. 900. 0.05955668 0.05829739 0.06095733 0.05579552 0.05381648 0.06254935 0.06313661
900. 910. 0.0594745 0.05790318 0.060959969999999995 0.05537191 0.05339898 0.06280411 0.06322932
910. 920. 0.0549444 0.05358632000000001 0.05699358 0.05162698 0.04982011 0.05777578 0.058651220000000004
920. 930. 0.05335617 0.05192065 0.054782700000000004 0.0497881 0.048098810000000006 0.05620592 0.05682653
930. 940. 0.050951670000000004 0.04980188 0.052566699999999994 0.0477479 0.046055719999999994 0.05359224 0.05431406
940. 950. 0.049940460000000006 0.0487603 0.051252980000000004 0.046753180000000005 0.04508909999999999 0.05270722 0.052971939999999995
950. 960. 0.04823611999999999 0.04686567 0.04950022 0.04501924 0.04322803 0.05083982 0.05136472
960. 970. 0.0456339 0.044591120000000005 0.046893330000000004 0.04272887 0.0411483 0.04841888 0.04836642000000001
970. 980. 0.044212829999999995 0.042817480000000005 0.04538144 0.04131692 0.03955594 0.046729759999999995 0.04741875
980. 990. 0.04254621 0.04141169 0.04356765 0.039831019999999995 0.03840714 0.04503198 0.044998800000000005
990. 1000. 0.040608939999999996 0.039464349999999995 0.04138607 0.03794089 0.03653272 0.04267453 0.04255921
